nametype,reclat,name,fall,recclass,id,geolocation,year,:@computed_region_cbhk_fwbd,mass,:@computed_region_nnqa_25f4,reclong
Valid,50.775000,Aachen,Fell,L5,1,"{'type': 'Point', 'coordinates': [6.08333, 50.775]}",1880-01-01T00:00:00.000,,21,,6.083330
Valid,56.183330,Aarhus,Fell,H6,2,"{'type': 'Point', 'coordinates': [10.23333, 56.18333]}",1951-01-01T00:00:00.000,,720,,10.233330
Valid,54.216670,Abee,Fell,EH4,6,"{'type': 'Point', 'coordinates': [-113, 54.21667]}",1952-01-01T00:00:00.000,,107000,,-113.000000
Valid,16.883330,Acapulco,Fell,Acapulcoite,10,"{'type': 'Point', 'coordinates': [-99.9, 16.88333]}",1976-01-01T00:00:00.000,,1914,,-99.900000
Valid,-33.166670,Achiras,Fell,L6,370,"{'type': 'Point', 'coordinates': [-64.95, -33.16667]}",1902-01-01T00:00:00.000,,780,,-64.950000
Valid,32.100000,Adhi Kot,Fell,EH4,379,"{'type': 'Point', 'coordinates': [71.8, 32.1]}",1919-01-01T00:00:00.000,,4239,,71.800000
Valid,44.833330,Adzhi-Bogdo (stone),Fell,LL3-6,390,"{'type': 'Point', 'coordinates': [95.16667, 44.83333]}",1949-01-01T00:00:00.000,,910,,95.166670
Valid,44.216670,Agen,Fell,H5,392,"{'type': 'Point', 'coordinates': [0.61667, 44.21667]}",1814-01-01T00:00:00.000,,30000,,0.616670
Valid,-31.600000,Aguada,Fell,L6,398,"{'type': 'Point', 'coordinates': [-65.23333, -31.6]}",1930-01-01T00:00:00.000,,1620,,-65.233330
Valid,-30.866670,Aguila Blanca,Fell,L,417,"{'type': 'Point', 'coordinates': [-64.55, -30.86667]}",1920-01-01T00:00:00.000,,1440,,-64.550000
Valid,16.398060,Aioun el Atrouss,Fell,Diogenite-pm,423,"{'type': 'Point', 'coordinates': [-9.57028, 16.39806]}",1974-01-01T00:00:00.000,,1000,,-9.570280
Valid,19.083330,Aïr,Fell,L6,424,"{'type': 'Point', 'coordinates': [8.38333, 19.08333]}",1925-01-01T00:00:00.000,,24000,,8.383330
Valid,50.666670,Aire-sur-la-Lys,Fell,Unknown,425,"{'type': 'Point', 'coordinates': [2.33333, 50.66667]}",1769-01-01T00:00:00.000,,,,2.333330
Valid,29.516670,Akaba,Fell,L6,426,"{'type': 'Point', 'coordinates': [35.05, 29.51667]}",1949-01-01T00:00:00.000,,779,,35.050000
Valid,29.716670,Akbarpur,Fell,H4,427,"{'type': 'Point', 'coordinates': [77.95, 29.71667]}",1838-01-01T00:00:00.000,,1800,,77.950000
Valid,8.916670,Akwanga,Fell,H,432,"{'type': 'Point', 'coordinates': [8.43333, 8.91667]}",1959-01-01T00:00:00.000,,3000,,8.433330
Valid,39.916670,Akyumak,Fell,"Iron, IVA",433,"{'type': 'Point', 'coordinates': [42.81667, 39.91667]}",1981-01-01T00:00:00.000,,50000,,42.816670
Valid,24.416670,Al Rais,Fell,CR2-an,446,"{'type': 'Point', 'coordinates': [39.51667, 24.41667]}",1957-01-01T00:00:00.000,,160,,39.516670
Valid,13.660330,Al Zarnkh,Fell,LL5,447,"{'type': 'Point', 'coordinates': [28.96, 13.66033]}",2001-01-01T00:00:00.000,,700,,28.960000
Valid,44.116670,Alais,Fell,CI1,448,"{'type': 'Point', 'coordinates': [4.08333, 44.11667]}",1806-01-01T00:00:00.000,,6000,,4.083330
Valid,44.650000,Albareto,Fell,L/LL4,453,"{'type': 'Point', 'coordinates': [11.01667, 44.65]}",1766-01-01T00:00:00.000,,2000,,11.016670
Valid,2.000000,Alberta,Fell,L,454,"{'type': 'Point', 'coordinates': [22.66667, 2]}",1949-01-01T00:00:00.000,,625,,22.666670
Valid,45.821330,Alby sur Chéran,Fell,Eucrite-mmict,458,"{'type': 'Point', 'coordinates': [6.01533, 45.82133]}",2002-01-01T00:00:00.000,,252,,6.015330
Valid,51.783330,Aldsworth,Fell,LL5,461,"{'type': 'Point', 'coordinates': [-1.78333, 51.78333]}",1835-01-01T00:00:00.000,,700,,-1.783330
Valid,36.233330,Aleppo,Fell,L6,462,"{'type': 'Point', 'coordinates': [37.13333, 36.23333]}",1873-01-01T00:00:00.000,,3200,,37.133330
Valid,44.883330,Alessandria,Fell,H5,463,"{'type': 'Point', 'coordinates': [8.75, 44.88333]}",1860-01-01T00:00:00.000,,908,,8.750000
Valid,50.950000,Alexandrovsky,Fell,H4,465,"{'type': 'Point', 'coordinates': [31.81667, 50.95]}",1900-01-01T00:00:00.000,,9251,,31.816670
Valid,45.266670,Alfianello,Fell,L6,466,"{'type': 'Point', 'coordinates': [10.15, 45.26667]}",1883-01-01T00:00:00.000,,228000,,10.150000
Valid,42.533330,Allegan,Fell,H5,2276,"{'type': 'Point', 'coordinates': [-85.88333, 42.53333]}",1899-01-01T00:00:00.000,50,32000,429,-85.883330
Valid,26.966670,Allende,Fell,CV3,2278,"{'type': 'Point', 'coordinates': [-105.31667, 26.96667]}",1969-01-01T00:00:00.000,,2000000,,-105.316670
Valid,20.745750,Almahata Sitta,Fell,Ureilite-an,48915,"{'type': 'Point', 'coordinates': [32.41275, 20.74575]}",2008-01-01T00:00:00.000,,3950,,32.412750
Valid,35.273330,Alta'ameem,Fell,LL5,2284,"{'type': 'Point', 'coordinates': [44.21556, 35.27333]}",1977-01-01T00:00:00.000,,6000,,44.215560
Valid,27.666670,Ambapur Nagla,Fell,H5,2290,"{'type': 'Point', 'coordinates': [78.25, 27.66667]}",1895-01-01T00:00:00.000,,6400,,78.250000
Valid,26.583330,Andhara,Fell,Stone-uncl,2294,"{'type': 'Point', 'coordinates': [85.56667, 26.58333]}",1880-01-01T00:00:00.000,,2700,,85.566670
Valid,44.616670,Andover,Fell,L6,2295,"{'type': 'Point', 'coordinates': [-70.75, 44.61667]}",1898-01-01T00:00:00.000,49,3200,1723,-70.750000
Valid,48.700000,Andreevka,Fell,L3,2296,"{'type': 'Point', 'coordinates': [37.5, 48.7]}",1969-01-01T00:00:00.000,,600,,37.500000
Valid,20.883330,Andura,Fell,H6,2298,"{'type': 'Point', 'coordinates': [76.86667, 20.88333]}",1939-01-01T00:00:00.000,,17900,,76.866670
Valid,0.000000,Northwest Africa 5815,Found,L5,50693,"{'type': 'Point', 'coordinates': [0, 0]}",,,256.8,,0.000000
Valid,47.466670,Angers,Fell,L6,2301,"{'type': 'Point', 'coordinates': [-0.55, 47.46667]}",1822-01-01T00:00:00.000,,,,-0.550000
Valid,-22.966670,Angra dos Reis (stone),Fell,Angrite,2302,"{'type': 'Point', 'coordinates': [-44.31667, -22.96667]}",1869-01-01T00:00:00.000,,1500,,-44.316670
Valid,9.533330,Ankober,Fell,H4,2304,"{'type': 'Point', 'coordinates': [39.71667, 9.53333]}",1942-01-01T00:00:00.000,,6500,,39.716670
Valid,25.150000,Anlong,Fell,H5,2305,"{'type': 'Point', 'coordinates': [105.18333, 25.15]}",1971-01-01T00:00:00.000,,2500,,105.183330
Valid,40.810560,Aomori,Fell,L6,2313,"{'type': 'Point', 'coordinates': [140.78556, 40.81056]}",1984-01-01T00:00:00.000,,320,,140.785560
Valid,53.583330,Appley Bridge,Fell,LL6,2318,"{'type': 'Point', 'coordinates': [-2.71667, 53.58333]}",1914-01-01T00:00:00.000,,15000,,-2.716670
Valid,43.866670,Apt,Fell,L6,2320,"{'type': 'Point', 'coordinates': [5.38333, 43.86667]}",1803-01-01T00:00:00.000,,3200,,5.383330
Valid,-33.000000,Arbol Solo,Fell,H5,2325,"{'type': 'Point', 'coordinates': [-66, -33]}",1954-01-01T00:00:00.000,,810,,-66.000000
Valid,38.500000,Archie,Fell,H6,2329,"{'type': 'Point', 'coordinates': [-94.3, 38.5]}",1932-01-01T00:00:00.000,18,5070,2697,-94.300000
Valid,-31.416670,Arroyo Aguiar,Fell,H5,2340,"{'type': 'Point', 'coordinates': [-60.66667, -31.41667]}",1950-01-01T00:00:00.000,,7450,,-60.666670
Valid,42.450000,Asco,Fell,H6,2345,"{'type': 'Point', 'coordinates': [9.03333, 42.45]}",1805-01-01T00:00:00.000,,41,,9.033330
Valid,31.805000,Ash Creek,Fell,L6,48954,"{'type': 'Point', 'coordinates': [-97.01, 31.805]}",2009-01-01T00:00:00.000,23,9500,774,-97.010000
Valid,52.050000,Ashdon,Fell,L6,2346,"{'type': 'Point', 'coordinates': [0.3, 52.05]}",1923-01-01T00:00:00.000,,1300,,0.300000
Valid,43.033330,Assisi,Fell,H5,2353,"{'type': 'Point', 'coordinates': [12.55, 43.03333]}",1886-01-01T00:00:00.000,,2000,,12.550000
Valid,25.254170,Atarra,Fell,L4,4883,"{'type': 'Point', 'coordinates': [80.625, 25.25417]}",1920-01-01T00:00:00.000,,1280,,80.625000
Valid,20.066670,Atemajac,Fell,L6,4884,"{'type': 'Point', 'coordinates': [-103.66667, 20.06667]}",1896-01-01T00:00:00.000,,94.2,,-103.666670
Valid,34.750000,Athens,Fell,LL6,4885,"{'type': 'Point', 'coordinates': [-87, 34.75]}",1933-01-01T00:00:00.000,29,265,3134,-87.000000
Valid,34.316670,Atoka,Fell,L6,4888,"{'type': 'Point', 'coordinates': [-96.15, 34.31667]}",1945-01-01T00:00:00.000,20,1384.2,602,-96.150000
Valid,44.383330,Aubres,Fell,Aubrite,4893,"{'type': 'Point', 'coordinates': [5.16667, 44.38333]}",1836-01-01T00:00:00.000,,800,,5.166670
Valid,36.166670,Aumale,Fell,L6,4899,"{'type': 'Point', 'coordinates': [3.66667, 36.16667]}",1865-01-01T00:00:00.000,,50000,,3.666670
Valid,44.333330,Aumieres,Fell,L6,4900,"{'type': 'Point', 'coordinates': [3.23333, 44.33333]}",1842-01-01T00:00:00.000,,2000,,3.233330
Valid,43.083330,Ausson,Fell,L5,4903,"{'type': 'Point', 'coordinates': [0.58333, 43.08333]}",1858-01-01T00:00:00.000,,50000,,0.583330
Valid,-21.460280,Avanhandava,Fell,H4,4905,"{'type': 'Point', 'coordinates': [-49.95083, -21.46028]}",1952-01-01T00:00:00.000,,9330,,-49.950830
Valid,46.000000,Avce,Fell,"Iron, IIAB",4906,"{'type': 'Point', 'coordinates': [13.5, 46]}",1908-01-01T00:00:00.000,,1230,,13.500000
Valid,25.000000,Avilez,Fell,H,4907,"{'type': 'Point', 'coordinates': [-103.5, 25]}",1855-01-01T00:00:00.000,,146,,-103.500000
Valid,2.716670,Awere,Fell,L4,4910,"{'type': 'Point', 'coordinates': [32.83333, 2.71667]}",1968-01-01T00:00:00.000,,134,,32.833330
Valid,36.800000,Aztec,Fell,L6,4913,"{'type': 'Point', 'coordinates': [-108, 36.8]}",1938-01-01T00:00:00.000,11,2830,1989,-108.000000
Valid,48.600000,Bachmut,Fell,L6,4917,"{'type': 'Point', 'coordinates': [38, 48.6]}",1814-01-01T00:00:00.000,,18000,,38.000000
Valid,28.483330,Bahjoi,Fell,"Iron, IAB-sLL",4922,"{'type': 'Point', 'coordinates': [78.5, 28.48333]}",1934-01-01T00:00:00.000,,10322,,78.500000
Valid,35.966670,Bald Mountain,Fell,L4,4925,"{'type': 'Point', 'coordinates': [-82.48333, 35.96667]}",1929-01-01T00:00:00.000,37,3700,2373,-82.483330
Valid,34.500000,Baldwyn,Fell,L6,4926,"{'type': 'Point', 'coordinates': [-88.66667, 34.5]}",1922-01-01T00:00:00.000,32,345,495,-88.666670
Valid,5.383330,Bali,Fell,CV3,4928,"{'type': 'Point', 'coordinates': [16.38333, 5.38333]}",1907-01-01T00:00:00.000,,1000,,16.383330
Valid,16.666670,Ban Rong Du,Fell,"Iron, ungrouped",4934,"{'type': 'Point', 'coordinates': [101.18333, 16.66667]}",1993-01-01T00:00:00.000,,16700,,101.183330
Valid,-6.916670,Bandong,Fell,LL6,4935,"{'type': 'Point', 'coordinates': [107.6, -6.91667]}",1871-01-01T00:00:00.000,,11500,,107.600000
Valid,27.700000,Bansur,Fell,L6,4936,"{'type': 'Point', 'coordinates': [76.33333, 27.7]}",1892-01-01T00:00:00.000,,15000,,76.333330
Valid,30.400000,Banswal,Fell,L5,4937,"{'type': 'Point', 'coordinates': [78.2, 30.4]}",1913-01-01T00:00:00.000,,14,,78.200000
Valid,-6.333330,Banten,Fell,CM2,4938,"{'type': 'Point', 'coordinates': [106, -6.33333]}",1933-01-01T00:00:00.000,,629,,106.000000
Valid,43.950000,Barbotan,Fell,H5,4942,"{'type': 'Point', 'coordinates': [-0.05, 43.95]}",1790-01-01T00:00:00.000,,6400,,-0.050000
Valid,41.366670,Barcelona (stone),Fell,OC,4944,"{'type': 'Point', 'coordinates': [2.16667, 41.36667]}",1704-01-01T00:00:00.000,,,,2.166670
Valid,42.383330,Barea,Fell,Mesosiderite-A1,4946,"{'type': 'Point', 'coordinates': [-2.5, 42.38333]}",1842-01-01T00:00:00.000,,3200,,-2.500000
Valid,52.733330,Barnaul,Fell,H5,4947,"{'type': 'Point', 'coordinates': [84.08333, 52.73333]}",1904-01-01T00:00:00.000,,23.2,,84.083330
Valid,52.000000,Barntrup,Fell,LL4,4948,"{'type': 'Point', 'coordinates': [9.1, 52]}",1886-01-01T00:00:00.000,,17,,9.100000
Valid,31.616670,Baroti,Fell,L6,4949,"{'type': 'Point', 'coordinates': [76.8, 31.61667]}",1910-01-01T00:00:00.000,,4500,,76.800000
Valid,52.565280,Barwell,Fell,L5,4954,"{'type': 'Point', 'coordinates': [-1.33972, 52.56528]}",1965-01-01T00:00:00.000,,44000,,-1.339720
Valid,15.783330,Bassikounou,Fell,H5,44876,"{'type': 'Point', 'coordinates': [-5.9, 15.78333]}",2006-01-01T00:00:00.000,,29560,,-5.900000
Valid,52.033330,Baszkówka,Fell,L5,4957,"{'type': 'Point', 'coordinates': [20.93583, 52.03333]}",1994-01-01T00:00:00.000,,15500,,20.935830
Valid,45.416670,Bath,Fell,H4,4974,"{'type': 'Point', 'coordinates': [-98.31667, 45.41667]}",1892-01-01T00:00:00.000,21,21000,662,-98.316670
Valid,38.250000,Bath Furnace,Fell,L6,4975,"{'type': 'Point', 'coordinates': [-83.75, 38.25]}",1902-01-01T00:00:00.000,36,86000,1921,-83.750000
Valid,40.668130,Battle Mountain,Fell,L6,56133,"{'type': 'Point', 'coordinates': [-117.18913, 40.66813]}",2012-01-01T00:00:00.000,10,2900,2397,-117.189130
Valid,11.083330,Bawku,Fell,LL5,4976,"{'type': 'Point', 'coordinates': [-0.18333, 11.08333]}",1989-01-01T00:00:00.000,,1557,,-0.183330
Valid,36.750000,Baxter,Fell,L6,4977,"{'type': 'Point', 'coordinates': [-93.5, 36.75]}",1916-01-01T00:00:00.000,18,611,2216,-93.500000
Valid,39.800000,Beardsley,Fell,H5,4984,"{'type': 'Point', 'coordinates': [-101.2, 39.8]}",1929-01-01T00:00:00.000,17,16000,1285,-101.200000
Valid,51.166670,Beaver Creek,Fell,H5,4986,"{'type': 'Point', 'coordinates': [-117.33333, 51.16667]}",1893-01-01T00:00:00.000,,14000,,-117.333330
Valid,53.016670,Beddgelert,Fell,H5,4993,"{'type': 'Point', 'coordinates': [-4.1, 53.01667]}",1949-01-01T00:00:00.000,,794,,-4.100000
Valid,33.600000,Bells,Fell,C2-ung,5005,"{'type': 'Point', 'coordinates': [-96.46667, 33.6]}",1961-01-01T00:00:00.000,23,375,1978,-96.466670
Valid,-32.333330,Belville,Fell,OC,5009,"{'type': 'Point', 'coordinates': [-64.86667, -32.33333]}",1937-01-01T00:00:00.000,,,,-64.866670
Valid,25.366670,Benares (a),Fell,LL4,5011,"{'type': 'Point', 'coordinates': [82.91667, 25.36667]}",1798-01-01T00:00:00.000,,3700,,82.916670
Valid,32.250000,Benguerir,Fell,LL6,30443,"{'type': 'Point', 'coordinates': [-8.15, 32.25]}",2004-01-01T00:00:00.000,,25000,,-8.150000
Valid,32.866670,Beni M'hira,Fell,L6,5018,"{'type': 'Point', 'coordinates': [10.8, 32.86667]}",2001-01-01T00:00:00.000,,19000,,10.800000
Valid,39.083330,Benld,Fell,H6,5021,"{'type': 'Point', 'coordinates': [-89.15, 39.08333]}",1938-01-01T00:00:00.000,34,1770.5,1869,-89.150000
Valid,-26.166670,Benoni,Fell,H6,5023,"{'type': 'Point', 'coordinates': [28.41667, -26.16667]}",1943-01-01T00:00:00.000,,3880,,28.416670
Valid,30.000000,Bensour,Fell,LL6,5024,"{'type': 'Point', 'coordinates': [-7, 30]}",2002-01-01T00:00:00.000,,45000,,-7.000000
Valid,45.950000,Benton,Fell,LL6,5026,"{'type': 'Point', 'coordinates': [-67.55, 45.95]}",1949-01-01T00:00:00.000,,2840,,-67.550000
Valid,-31.910000,Berduc,Fell,L6,48975,"{'type': 'Point', 'coordinates': [-58.32833, -31.91]}",2008-01-01T00:00:00.000,,270,,-58.328330
Valid,11.650000,Béréba,Fell,Eucrite-mmict,5028,"{'type': 'Point', 'coordinates': [-3.65, 11.65]}",1924-01-01T00:00:00.000,,18000,,-3.650000
Valid,41.683330,Berlanguillas,Fell,L6,5029,"{'type': 'Point', 'coordinates': [-3.8, 41.68333]}",1811-01-01T00:00:00.000,,1440,,-3.800000
Valid,40.305830,Berthoud,Fell,Eucrite-mmict,47355,"{'type': 'Point', 'coordinates': [-105.02325, 40.30583]}",2004-01-01T00:00:00.000,9,960,1072,-105.023250
Valid,42.533330,Bethlehem,Fell,H,5032,"{'type': 'Point', 'coordinates': [-73.83333, 42.53333]}",1859-01-01T00:00:00.000,47,13.9,2030,-73.833330
Valid,43.216670,Beuste,Fell,L5,5034,"{'type': 'Point', 'coordinates': [-0.23333, 43.21667]}",1859-01-01T00:00:00.000,,2000,,-0.233330
Valid,33.883330,Beyrout,Fell,LL3.8,5035,"{'type': 'Point', 'coordinates': [35.5, 33.88333]}",1921-01-01T00:00:00.000,,1100,,35.500000
Valid,20.883330,Bhagur,Fell,L6,5037,"{'type': 'Point', 'coordinates': [74.83333, 20.88333]}",1877-01-01T00:00:00.000,,18,,74.833330
Valid,26.508330,Bhawad,Fell,LL6,36591,"{'type': 'Point', 'coordinates': [73.11528, 26.50833]}",2002-01-01T00:00:00.000,,678,,73.115280
Valid,20.833330,Bherai,Fell,L6,5039,"{'type': 'Point', 'coordinates': [71.46667, 20.83333]}",1893-01-01T00:00:00.000,,100,,71.466670
Valid,22.683330,Bhola,Fell,LL3-6,5040,"{'type': 'Point', 'coordinates': [90.65, 22.68333]}",1940-01-01T00:00:00.000,,1047,,90.650000
Valid,22.083330,Bholghati,Fell,Howardite,5041,"{'type': 'Point', 'coordinates': [86.9, 22.08333]}",1905-01-01T00:00:00.000,,2500,,86.900000
Valid,53.100000,Bialystok,Fell,Eucrite-pmict,5042,"{'type': 'Point', 'coordinates': [23.2, 53.1]}",1827-01-01T00:00:00.000,,4000,,23.200000
Valid,50.133330,Bielokrynitschie,Fell,H4,5043,"{'type': 'Point', 'coordinates': [27.16667, 50.13333]}",1887-01-01T00:00:00.000,,1900,,27.166670
Valid,12.450000,Bilanga,Fell,Diogenite,5045,"{'type': 'Point', 'coordinates': [-0.08333, 12.45]}",1999-01-01T00:00:00.000,,25000,,-0.083330
Valid,-33.156390,Binningup,Fell,H5,5051,"{'type': 'Point', 'coordinates': [115.67639, -33.15639]}",1984-01-01T00:00:00.000,,488.1,,115.676390
Valid,13.766670,Birni N'konni,Fell,H4,5056,"{'type': 'Point', 'coordinates': [5.3, 13.76667]}",1923-01-01T00:00:00.000,,560,,5.300000
Valid,34.166670,Bishopville,Fell,Aubrite,5059,"{'type': 'Point', 'coordinates': [-80.28333, 34.16667]}",1843-01-01T00:00:00.000,33,6000,657,-80.283330
Valid,25.383330,Bishunpur,Fell,LL3.15,5060,"{'type': 'Point', 'coordinates': [82.6, 25.38333]}",1895-01-01T00:00:00.000,,1039,,82.600000
Valid,49.783330,Bjelaja Zerkov,Fell,H6,5063,"{'type': 'Point', 'coordinates': [30.16667, 49.78333]}",1796-01-01T00:00:00.000,,1850,,30.166670
Valid,60.400000,Bjurböle,Fell,L/LL4,5064,"{'type': 'Point', 'coordinates': [25.8, 60.4]}",1899-01-01T00:00:00.000,,330000,,25.800000
Valid,40.916670,Black Moshannan Park,Fell,L5,5065,"{'type': 'Point', 'coordinates': [-78.08333, 40.91667]}",1941-01-01T00:00:00.000,48,705,2495,-78.083330
Valid,36.833330,Blackwell,Fell,L5,5068,"{'type': 'Point', 'coordinates': [-97.33333, 36.83333]}",1906-01-01T00:00:00.000,20,2381,2164,-97.333330
Valid,31.833330,Blanket,Fell,L6,5071,"{'type': 'Point', 'coordinates': [-98.83333, 31.83333]}",1909-01-01T00:00:00.000,23,5100,3063,-98.833330
Valid,49.366670,Blansko,Fell,H6,5072,"{'type': 'Point', 'coordinates': [16.63333, 49.36667]}",1833-01-01T00:00:00.000,,470,,16.633330
Valid,40.480000,Bloomington,Fell,LL6,5076,"{'type': 'Point', 'coordinates': [-89.00417, 40.48]}",1938-01-01T00:00:00.000,34,67.8,1795,-89.004170
Valid,33.833330,Bo Xian,Fell,LL3.9,5090,"{'type': 'Point', 'coordinates': [115.83333, 33.83333]}",1977-01-01T00:00:00.000,,7500,,115.833330
Valid,23.000000,Bocas,Fell,L6,5093,"{'type': 'Point', 'coordinates': [-102, 23]}",1804-01-01T00:00:00.000,,56,,-102.000000
Valid,12.500000,Bogou,Fell,"Iron, IAB-MG",5097,"{'type': 'Point', 'coordinates': [0.7, 12.5]}",1962-01-01T00:00:00.000,,8800,,0.700000
Valid,44.550000,Boguslavka,Fell,"Iron, IIAB",5098,"{'type': 'Point', 'coordinates': [131.63333, 44.55]}",1916-01-01T00:00:00.000,,256000,,131.633330
Valid,44.866670,Borgo San Donino,Fell,LL6,5110,"{'type': 'Point', 'coordinates': [10.05, 44.86667]}",1808-01-01T00:00:00.000,,1676,,10.050000
Valid,21.950000,Bori,Fell,L6,5111,"{'type': 'Point', 'coordinates': [78.03333, 21.95]}",1894-01-01T00:00:00.000,,8600,,78.033330
Valid,54.233330,Boriskino,Fell,CM2,5112,"{'type': 'Point', 'coordinates': [52.48333, 54.23333]}",1930-01-01T00:00:00.000,,1342,,52.483330
Valid,48.150000,Borkut,Fell,L5,5113,"{'type': 'Point', 'coordinates': [24.28333, 48.15]}",1852-01-01T00:00:00.000,,7000,,24.283330
Valid,55.466670,Borodino,Fell,H5,5114,"{'type': 'Point', 'coordinates': [35.86667, 55.46667]}",1812-01-01T00:00:00.000,,500,,35.866670
Valid,51.333330,Botschetschki,Fell,L4,5117,"{'type': 'Point', 'coordinates': [33.88333, 51.33333]}",1823-01-01T00:00:00.000,,614,,33.883330
Valid,17.710670,Boumdeid (2003),Fell,L6,57168,"{'type': 'Point', 'coordinates': [-11.3715, 17.71067]}",2003-01-01T00:00:00.000,,190,,-11.371500
Valid,17.174930,Boumdeid (2011),Fell,L6,57167,"{'type': 'Point', 'coordinates': [-11.34133, 17.17493]}",2011-01-01T00:00:00.000,,3599,,-11.341330
Valid,54.566670,Bovedy,Fell,L3,5121,"{'type': 'Point', 'coordinates': [-6.33333, 54.56667]}",1969-01-01T00:00:00.000,,5460,,-6.333330
Valid,40.500000,Bradford Woods,Fell,L,5128,"{'type': 'Point', 'coordinates': [-80.08333, 40.5]}",1886-01-01T00:00:00.000,48,762,2455,-80.083330
Valid,50.600000,Braunau,Fell,"Iron, IIAB",5133,"{'type': 'Point', 'coordinates': [16.3, 50.6]}",1847-01-01T00:00:00.000,,39000,,16.300000
Valid,50.666940,Breitscheid,Fell,H5,5134,"{'type': 'Point', 'coordinates': [8.18361, 50.66694]}",1956-01-01T00:00:00.000,,1500,,8.183610
Valid,53.400000,Bremervörde,Fell,H/L3.9,5135,"{'type': 'Point', 'coordinates': [9.1, 53.4]}",1855-01-01T00:00:00.000,,7250,,9.100000
Valid,52.133330,Brient,Fell,Eucrite-pmict,5140,"{'type': 'Point', 'coordinates': [59.31667, 52.13333]}",1933-01-01T00:00:00.000,,219,,59.316670
Valid,53.900000,Bruderheim,Fell,L6,5156,"{'type': 'Point', 'coordinates': [-112.88333, 53.9]}",1960-01-01T00:00:00.000,,303000,,-112.883330
Valid,39.779780,Bukhara,Fell,CV3,30448,"{'type': 'Point', 'coordinates': [64.60035, 39.77978]}",2001-01-01T00:00:00.000,,5300,,64.600350
Valid,,Bulls Run,Fell,Iron?,5163,,1964-01-01T00:00:00.000,,2250,,
Valid,-31.350000,Bunburra Rockhole,Fell,Eucrite,48653,"{'type': 'Point', 'coordinates': [129.19, -31.35]}",2007-01-01T00:00:00.000,,324,,129.190000
Valid,10.016670,Bununu,Fell,Howardite,5165,"{'type': 'Point', 'coordinates': [9.58333, 10.01667]}",1942-01-01T00:00:00.000,,357,,9.583330
Valid,5.000000,Bur-Gheluai,Fell,H5,5169,"{'type': 'Point', 'coordinates': [48, 5]}",1919-01-01T00:00:00.000,,120000,,48.000000
Valid,37.621940,Burnwell,Fell,H4-an,5175,"{'type': 'Point', 'coordinates': [-82.23722, 37.62194]}",1990-01-01T00:00:00.000,36,1504,256,-82.237220
Valid,40.200000,Bursa,Fell,L6,5177,"{'type': 'Point', 'coordinates': [29.23333, 40.2]}",1946-01-01T00:00:00.000,,25000,,29.233330
Valid,46.450000,Buschhof,Fell,L6,5178,"{'type': 'Point', 'coordinates': [25.78333, 46.45]}",1863-01-01T00:00:00.000,,5000,,25.783330
Valid,26.783330,Bustee,Fell,Aubrite,5181,"{'type': 'Point', 'coordinates': [82.83333, 26.78333]}",1852-01-01T00:00:00.000,,1500,,82.833330
Valid,27.083330,Butsura,Fell,H6,5183,"{'type': 'Point', 'coordinates': [84.08333, 27.08333]}",1861-01-01T00:00:00.000,,29000,,84.083330
Valid,52.996000,Buzzard Coulee,Fell,H4,48654,"{'type': 'Point', 'coordinates': [-109.84817, 52.996]}",2008-01-01T00:00:00.000,,41000,,-109.848170
Valid,37.983330,Cabezo de Mayo,Fell,L/LL6,5185,"{'type': 'Point', 'coordinates': [-1.16667, 37.98333]}",1870-01-01T00:00:00.000,,25000,,-1.166670
Valid,35.500000,Cabin Creek,Fell,"Iron, IIIAB",5186,"{'type': 'Point', 'coordinates': [-93.5, 35.5]}",1886-01-01T00:00:00.000,15,48500,1029,-93.500000
Valid,43.838890,Cacak,Fell,OC,5187,"{'type': 'Point', 'coordinates': [20.33333, 43.83889]}",1919-01-01T00:00:00.000,,212,,20.333330
Valid,3.405000,Cali,Fell,H/L4,45976,"{'type': 'Point', 'coordinates': [-76.51, 3.405]}",2007-01-01T00:00:00.000,,478,,-76.510000
Valid,11.750000,Calivo,Fell,Stone-uncl,5200,"{'type': 'Point', 'coordinates': [122.33333, 11.75]}",1916-01-01T00:00:00.000,,2400,,122.333330
Valid,-7.033330,Campos Sales,Fell,L5,5249,"{'type': 'Point', 'coordinates': [-40.16667, -7.03333]}",1991-01-01T00:00:00.000,,23680,,-40.166670
Valid,39.800000,Çanakkale,Fell,L6,5250,"{'type': 'Point', 'coordinates': [26.6, 39.8]}",1964-01-01T00:00:00.000,,4000,,26.600000
Valid,41.250000,Cañellas,Fell,H4,5251,"{'type': 'Point', 'coordinates': [1.66667, 41.25]}",1861-01-01T00:00:00.000,,945,,1.666670
Valid,43.383330,Cangas de Onis,Fell,H5,5252,"{'type': 'Point', 'coordinates': [-5.15, 43.38333]}",1866-01-01T00:00:00.000,,34000,,-5.150000
Valid,38.470280,Canon City,Fell,H6,5253,"{'type': 'Point', 'coordinates': [-105.24139, 38.47028]}",1973-01-01T00:00:00.000,9,1400,1448,-105.241390
Valid,37.266670,Cape Girardeau,Fell,H6,5260,"{'type': 'Point', 'coordinates': [-89.58333, 37.26667]}",1846-01-01T00:00:00.000,18,2300,2695,-89.583330
Valid,-30.883330,Capilla del Monte,Fell,H6,5264,"{'type': 'Point', 'coordinates': [-64.55, -30.88333]}",1934-01-01T00:00:00.000,,750,,-64.550000
